SeqID	ctrl_1	6hpi_1	1dpi_1	3dpi_1	1wpi_1	2wpi_1	3wpi_1	4wpi_1	5wpi_1	6wpi_1	12wpi_1
NA|ENSPMAT00000011200	0.356	0.000	0.171	0.121	0.000	0.000	0.335	0.087	0.000	0.000	0.142
NA|ENSPMAT00000011201	106.144	320.204	95.440	225.702	186.650	97.811	123.089	124.015	271.601	200.279	307.005
NA|ENSPMAT00000011203	2.000	13.622	2.033	6.826	6.868	3.007	2.675	2.660	8.451	4.364	8.239
NA|ENSPMAT00000011204	0.213	0.357	0.030	0.123	0.103	0.095	0.136	0.202	0.380	0.176	0.604
NA|ENSPMAT00000011205	6.581	30.420	1.602	10.753	15.328	7.727	12.514	11.069	28.735	6.724	24.262
NA|ENSPMAT00000011206	0.349	0.000	0.000	1.430	0.345	0.271	0.254	0.204	0.788	0.000	0.000
NA|ENSPMAT00000011208	0.064	0.171	0.037	0.231	0.558	0.281	0.384	0.221	0.466	0.049	0.341
NA|ENSPMAT00000011212	0.034	0.678	0.108	0.000	0.000	0.000	0.234	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011214	0.000	1.342	0.000	0.000	0.000	0.000	0.000	0.000	0.561	0.201	0.000
NA|ENSPMAT00000011219	0.343	0.000	0.216	0.271	0.000	0.000	0.117	0.329	0.560	0.000	0.000
NA|ENSPMAT00000011221	1.595	0.000	0.000	2.781	4.416	1.730	2.952	1.981	4.735	0.883	4.601
NA|ENSPMAT00000011223	6.345	71.120	14.523	25.360	26.470	16.669	7.290	11.743	24.370	23.053	31.679
NA|ENSPMAT00000011226	0.656	0.605	0.000	0.601	0.096	0.090	0.300	0.087	0.000	0.000	0.987
NA|ENSPMAT00000011227	0.656	0.605	0.000	0.601	0.096	0.090	0.300	0.087	0.000	0.000	0.987
NA|ENSPMAT00000011228	0.656	0.605	0.000	0.601	0.096	0.090	0.300	0.087	0.000	0.000	0.987
NA|ENSPMAT00000011232	0.000	0.000	0.209	0.000	0.352	0.624	0.000	0.206	0.691	0.000	0.000
NA|ENSPMAT00000011233	0.124	0.167	4.378	0.057	0.227	0.136	0.167	0.174	0.356	8.774	0.095
NA|ENSPMAT00000011237	2.470	11.928	1.267	2.178	0.000	0.497	1.178	1.555	4.428	7.516	4.246
NA|ENSPMAT00000011238	0.072	0.377	0.029	0.208	0.385	0.062	0.150	0.072	0.167	0.017	0.338
NA|ENSPMAT00000011239	0.354	7.805	0.532	2.779	2.022	0.798	0.468	0.375	1.434	1.559	0.783
NA|ENSPMAT00000011241	0.849	13.276	3.259	3.218	2.230	1.075	1.370	1.641	4.959	7.951	7.052
NA|ENSPMAT00000011242	9.351	138.282	0.205	28.372	55.375	19.936	12.834	15.755	85.760	0.000	71.700
NA|ENSPMAT00000011243	5.805	32.821	8.595	18.587	7.778	4.057	3.038	5.826	12.044	16.058	19.378
NA|ENSPMAT00000011244	0.509	4.826	0.000	0.808	1.071	0.227	0.247	0.610	0.000	0.520	0.000
NA|ENSPMAT00000011245	4.012	40.874	3.614	16.634	6.847	5.103	5.660	5.618	14.293	6.996	28.200
NA|ENSPMAT00000011246	0.406	2.381	0.354	0.810	0.597	0.469	0.594	0.569	1.120	0.563	0.884
NA|ENSPMAT00000011248	2.805	35.474	1.182	17.705	32.446	12.713	11.023	9.968	42.810	3.854	35.047
NA|ENSPMAT00000011249	0.318	7.269	1.229	4.405	4.287	1.335	0.945	0.461	2.642	1.520	2.915
NA|ENSPMAT00000011251	0.090	0.851	0.242	0.234	0.239	0.093	0.253	0.144	0.302	0.365	0.477
NA|ENSPMAT00000011256	1.902	20.081	5.229	9.402	6.898	3.517	2.156	1.990	4.713	6.735	10.521
NA|ENSPMAT00000011257	0.076	0.639	0.033	0.658	0.194	0.227	0.197	0.126	0.516	0.012	0.296
NA|ENSPMAT00000011258	0.931	8.827	3.070	2.278	1.348	1.532	1.545	2.596	1.993	6.859	2.454
NA|ENSPMAT00000011260	0.686	8.832	0.285	2.502	1.658	2.595	1.120	1.675	3.160	0.960	4.511
NA|ENSPMAT00000011262	7.364	37.857	9.000	24.346	33.745	12.480	11.701	10.524	35.246	20.429	38.195
NA|ENSPMAT00000011263	0.157	0.000	0.419	0.000	0.352	0.312	0.000	0.000	0.691	0.000	0.000
NA|ENSPMAT00000011264	0.391	1.287	1.350	0.990	0.953	0.523	0.598	0.628	1.825	2.935	1.178
NA|ENSPMAT00000011268	0.705	0.000	0.000	0.000	0.000	0.312	0.152	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011269	0.664	1.711	0.573	0.000	0.000	0.000	0.000	0.167	0.611	0.311	0.000
NA|ENSPMAT00000011270	0.146	0.000	0.000	0.517	0.000	0.000	0.279	0.000	0.000	0.000	0.654
NA|ENSPMAT00000011272	0.558	4.282	0.616	1.854	1.472	2.114	1.476	1.734	2.841	0.441	0.986
NA|ENSPMAT00000011273	0.264	0.000	0.000	0.000	0.000	0.000	0.122	0.169	0.575	0.000	0.000
NA|ENSPMAT00000011274	0.789	1.375	0.000	0.249	0.000	0.276	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011275	2.562	18.944	1.717	5.507	4.083	2.145	3.012	3.116	7.259	3.885	7.288
NA|ENSPMAT00000011284	0.457	0.000	0.195	0.809	1.023	1.195	2.061	1.007	1.338	0.000	0.340
NA|ENSPMAT00000011285	0.415	5.263	0.649	4.268	11.988	14.261	4.601	6.327	6.888	4.260	1.254
NA|ENSPMAT00000011286	6.939	29.563	4.502	16.630	16.404	9.047	12.638	11.029	19.466	12.078	23.854
NA|ENSPMAT00000011291	0.295	2.183	0.000	0.942	0.000	0.000	0.000	0.476	0.000	0.000	0.000
NA|ENSPMAT00000011292	0.291	2.183	0.235	0.335	0.000	0.250	0.408	0.000	2.298	0.000	1.741
NA|ENSPMAT00000011293	2.539	13.133	1.833	6.041	9.153	7.997	7.295	4.339	6.881	2.940	6.471
NA|ENSPMAT00000011294	0.049	0.342	0.000	0.108	0.048	0.033	0.067	0.079	0.115	0.068	0.101
NA|ENSPMAT00000011295	0.557	0.000	0.000	0.365	0.000	0.000	1.010	0.277	0.000	0.000	0.716
NA|ENSPMAT00000011298	1.594	6.566	0.433	5.389	12.287	4.561	4.229	2.644	12.427	1.276	5.897
NA|ENSPMAT00000011300	0.265	0.000	0.878	0.113	0.700	0.521	1.003	0.402	1.162	0.143	0.800
NA|ENSPMAT00000011301	1.360	10.792	2.086	3.237	4.762	2.116	1.667	1.748	4.482	6.488	5.463
NA|ENSPMAT00000011303	0.000	0.000	1.535	0.000	0.299	0.000	0.000	0.359	0.000	4.956	0.000
NA|ENSPMAT00000011306	2.351	8.613	1.260	4.730	1.461	0.572	2.765	2.223	6.706	4.918	10.738
NA|ENSPMAT00000011309	0.034	0.678	0.108	0.000	0.000	0.000	0.234	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011317	0.000	0.000	0.216	0.000	0.000	0.000	0.117	0.164	0.560	0.000	0.000
NA|ENSPMAT00000011318	0.412	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.384
NA|ENSPMAT00000011319	0.275	0.000	0.000	0.000	0.000	0.125	0.000	0.329	0.000	0.283	0.000
NA|ENSPMAT00000011320	0.627	0.000	0.209	0.000	0.000	0.000	0.304	0.000	0.000	0.365	0.721
NA|ENSPMAT00000011321	0.000	0.000	0.431	0.271	0.000	0.376	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011328	0.078	2.095	0.000	0.296	0.000	0.580	0.169	0.000	0.918	0.000	0.630
NA|ENSPMAT00000011329	0.259	0.000	0.471	0.000	0.000	0.167	0.144	0.000	0.919	0.000	0.000
NA|ENSPMAT00000011332	0.405	0.000	0.171	0.720	0.000	0.000	0.258	0.000	0.608	0.000	0.294
NA|ENSPMAT00000011333	0.000	0.000	0.000	0.000	0.299	0.133	0.000	0.000	0.000	0.000	0.589
NA|ENSPMAT00000011336	2.481	61.588	10.321	33.508	41.447	12.834	5.941	9.880	23.847	3.416	71.503
NA|ENSPMAT00000011337	6.549	48.202	4.887	21.572	39.571	10.901	9.273	11.075	19.402	8.041	31.972
NA|ENSPMAT00000011338	16.472	100.384	1.710	36.287	52.311	20.701	34.534	20.321	72.587	4.815	116.984
NA|ENSPMAT00000011339	2.808	11.750	6.782	18.513	20.898	10.523	4.485	5.459	20.442	13.875	17.037
NA|ENSPMAT00000011341	1.068	6.762	6.666	1.812	2.010	0.861	1.038	1.257	4.372	12.962	2.547
NA|ENSPMAT00000011342	0.135	2.655	0.000	0.240	0.000	0.133	0.129	0.000	0.000	0.310	0.294
NA|ENSPMAT00000011343	0.260	4.193	0.248	1.047	0.745	0.148	0.134	0.216	0.000	0.410	1.247
NA|ENSPMAT00000011344	0.681	1.704	0.000	0.311	0.000	0.000	0.000	0.000	0.000	0.000	0.386
NA|ENSPMAT00000011345	0.264	3.855	0.000	0.000	0.000	0.127	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011346	0.494	0.000	0.000	0.594	0.000	0.000	0.000	0.000	0.000	0.378	0.000
NA|ENSPMAT00000011350	0.736	4.577	0.771	3.822	7.101	4.335	4.236	2.572	5.865	1.218	3.058
NA|ENSPMAT00000011352	0.292	1.416	0.144	1.260	1.827	1.008	1.091	0.628	1.957	0.371	2.458
NA|ENSPMAT00000011353	0.119	0.758	0.161	0.209	0.376	0.178	0.284	0.183	0.734	0.506	1.075
NA|ENSPMAT00000011355	0.634	2.665	1.098	0.410	1.081	0.858	0.532	0.772	2.087	2.633	1.131
NA|ENSPMAT00000011356	38.131	374.549	59.346	7.280	130.804	103.538	62.113	83.861	190.185	190.448	29.649
NA|ENSPMAT00000011357	0.568	0.000	7.121	0.473	0.473	0.000	0.623	0.437	0.795	23.450	0.566
NA|ENSPMAT00000011358	0.065	0.555	0.216	0.102	0.073	0.016	0.000	0.071	0.000	0.198	0.031
NA|ENSPMAT00000011359	0.294	5.242	0.570	15.836	19.253	10.741	2.993	1.926	7.210	0.645	5.219
NA|ENSPMAT00000011361	0.511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.396	0.386
NA|ENSPMAT00000011362	0.168	0.000	0.000	0.332	0.000	0.000	0.000	0.000	0.957	0.000	0.000
NA|ENSPMAT00000011366	73.522	163.397	42.766	118.456	114.088	54.921	74.144	71.582	190.364	68.872	146.940
NA|ENSPMAT00000011369	0.000	1.750	0.000	0.000	0.411	0.347	0.163	0.958	0.696	0.331	0.251
NA|ENSPMAT00000011372	0.604	0.000	0.235	0.000	0.000	0.000	0.431	0.000	0.919	0.000	0.000
NA|ENSPMAT00000011373	1.363	0.000	0.694	1.335	0.000	0.000	0.893	0.000	2.827	0.000	0.752
NA|ENSPMAT00000011375	0.086	2.183	0.389	0.000	0.000	0.004	0.387	0.000	0.000	0.000	0.000
NA|ENSPMAT00000011379	0.428	0.000	0.287	0.000	0.000	0.118	0.110	0.000	1.223	0.000	0.000
NA|ENSPMAT00000011380	0.101	0.000	0.000	1.118	0.002	0.584	0.000	0.000	0.000	0.000	0.855
NA|ENSPMAT00000011381	0.283	5.450	0.748	0.861	1.008	0.532	0.738	0.627	1.046	0.767	2.020
NA|ENSPMAT00000011382	1.924	15.560	7.156	11.319	18.415	10.559	5.186	4.254	10.192	15.579	7.208
NA|ENSPMAT00000011386	0.166	0.684	1.157	0.000	0.581	0.062	0.064	0.000	0.000	1.199	0.113
NA|ENSPMAT00000011387	0.077	0.131	0.020	0.167	0.707	0.096	0.134	0.062	0.058	0.023	0.115
NA|ENSPMAT00000011388	0.054	0.475	0.039	0.209	1.276	0.210	0.207	0.081	0.067	0.017	0.139
NA|ENSPMAT00000011392	0.611	1.686	0.623	0.767	1.833	0.658	0.546	0.697	3.091	2.067	1.709
NA|ENSPMAT00000011397	0.038	0.360	0.064	0.074	0.035	0.059	0.045	0.060	0.160	0.047	0.073
NA|ENSPMAT00000011398	7.293	74.260	8.740	6.928	11.194	9.899	12.979	7.453	26.398	14.809	37.262
NA|ENSPMAT00000011401	1.924	19.777	3.171	5.565	10.135	5.503	4.404	3.812	10.105	6.491	7.194
NA|ENSPMAT00000011404	2.175	7.796	3.319	3.275	3.775	2.332	2.228	2.469	6.092	10.155	7.771
NA|ENSPMAT00000011419	1.880	4.732	1.256	4.583	15.818	9.828	6.838	7.841	24.188	5.107	14.774
NA|ENSPMAT00000011420	1.033	20.584	1.220	4.100	5.838	2.680	3.084	2.595	10.948	1.342	5.362
NA|ENSPMAT00000011422	0.523	2.614	1.532	2.150	1.436	1.425	1.240	1.921	3.553	0.302	1.795
NA|ENSPMAT00000011424	0.541	2.684	0.403	0.784	1.379	0.898	1.076	0.503	0.567	0.000	2.816
NA|ENSPMAT00000011425	0.350	2.823	0.841	0.761	1.658	1.304	1.152	0.797	1.302	1.191	0.544
NA|ENSPMAT00000011429	1.019	9.977	1.382	5.584	4.892	3.085	2.058	1.039	4.942	0.690	9.274
NA|ENSPMAT00000011430	0.000	0.000	0.000	0.240	0.000	0.000	0.129	0.000	1.216	0.000	0.000
NA|ENSPMAT00000011431	0.835	20.023	1.668	7.802	7.296	3.564	3.164	2.248	4.554	3.406	9.893
NA|ENSPMAT00000011432	0.571	0.868	0.040	1.408	8.869	1.540	0.752	0.238	0.410	0.203	0.456
NA|ENSPMAT00000011442	1.874	6.536	6.704	10.344	5.306	8.238	6.104	3.882	5.654	1.789	17.663
NA|ENSPMAT00000011443	0.565	3.146	1.254	1.559	1.726	0.906	0.931	0.804	2.094	2.628	2.270
NA|ENSPMAT00000011444	1.281	5.311	1.364	0.240	2.991	1.996	2.453	0.896	3.041	2.168	2.650
NA|ENSPMAT00000011445	0.718	4.062	0.628	1.954	3.890	2.086	2.195	2.149	6.342	1.182	5.100
NA|ENSPMAT00000011446	0.149	0.172	0.058	0.393	0.610	0.322	0.448	0.400	0.845	0.132	0.789
NA|ENSPMAT00000011449	0.877	23.553	0.616	1.854	2.453	0.961	0.656	0.991	0.947	1.766	5.258
NA|ENSPMAT00000011450	0.213	0.962	0.687	0.241	0.289	0.128	0.197	0.158	0.372	0.873	0.469
NA|ENSPMAT00000011464	0.175	2.549	0.286	0.913	0.578	0.560	0.763	0.411	0.814	0.476	1.215
NA|ENSPMAT00000011467	1.026	9.407	2.917	2.167	5.567	3.976	2.342	2.040	2.731	2.429	4.916
NA|ENSPMAT00000011468	0.687	0.000	0.000	0.542	0.541	0.376	0.234	0.822	0.000	0.000	2.304
NA|ENSPMAT00000011469	1.546	19.927	1.183	10.830	7.611	3.241	3.829	3.265	10.611	3.234	19.261
NA|ENSPMAT00000011470	2.467	40.114	3.428	5.040	9.016	4.708	2.654	3.911	5.921	5.598	5.701
NA|ENSPMAT00000011472	28.520	53.220	37.182	63.937	98.493	77.100	48.265	38.646	142.798	63.364	157.539
NA|ENSPMAT00000011473	0.217	1.059	2.355	0.000	0.000	0.000	0.308	0.000	0.000	7.844	0.000
NA|ENSPMAT00000011474	0.073	0.000	0.000	0.000	0.263	0.232	0.666	0.803	0.000	0.280	0.000
NA|ENSPMAT00000011475	0.481	0.000	0.000	0.000	0.000	0.000	0.117	0.000	0.560	0.000	0.000
NA|ENSPMAT00000011482	0.567	0.000	0.000	0.587	0.000	0.000	0.000	0.212	0.000	0.000	0.368
NA|ENSPMAT00000011485	9.142	85.875	9.771	31.458	35.306	19.199	12.287	15.633	38.554	30.255	30.656
NA|ENSPMAT00000011524	0.262	3.557	1.787	1.292	0.787	0.505	1.248	1.182	0.000	1.638	1.220
NA|ENSPMAT00000011539	39.062	45.334	26.718	102.815	84.716	66.731	43.980	49.925	98.191	26.074	105.926
NA|ENSPMAT00000011546	65.367	0.000	35.624	19.793	40.513	239.049	476.145	473.097	112.954	149.686	270.657
NA|ENSPMAT00000011552	1.621	17.860	2.127	14.969	4.265	3.143	2.968	9.965	7.011	5.631	13.633
NA|ENSPMAT00000011570	6.838	4.300	1.495	4.201	1.606	0.589	0.676	0.807	1.104	3.636	13.870
NA|ENSPMAT00000011576	3.517	3.692	2.844	5.099	1.767	1.494	1.274	0.716	3.315	4.356	8.738
NA|ENSPMAT00000011599	0.086	0.000	0.215	0.000	0.000	0.000	0.338	0.452	0.000	0.000	0.000
NA|ENSPMAT00000011640	2.454	35.991	12.645	0.000	0.000	5.683	4.572	4.451	5.841	7.111	3.512
NA|ENSPMAT00000011681	9.205	11.824	4.935	0.000	2.731	0.000	5.352	2.698	6.654	3.058	6.206
NA|ENSPMAT00000011683	5.707	67.714	10.742	43.700	41.271	15.704	7.618	9.502	31.019	39.028	21.497
NA|ENSPMAT00000011754	2.775	9.403	7.603	16.091	6.351	6.541	6.582	5.222	13.470	7.231	8.995
NA|ENSPMAT00000011766	128.061	107.776	98.565	125.755	61.585	33.809	29.794	39.032	62.223	54.105	258.490
NA|ENSPMAT00000011807	42.521	8.554	22.649	22.221	8.882	3.768	2.860	4.856	7.338	8.386	19.270
NA|ENSPMAT00000011854	1.456	31.037	8.926	0.000	1.913	1.504	1.204	2.642	0.000	3.554	1.508
NA|ENSPMAT00000011935	0.320	4.835	0.866	0.689	0.263	0.000	0.331	0.821	1.144	0.000	2.011
NA|ENSPMAT00000011962	1.243	10.083	0.563	3.618	3.878	1.580	1.813	2.684	3.258	1.332	2.616
NA|ENSPMAT00000012000	0.216	0.000	0.000	0.255	1.288	0.283	0.000	0.000	0.640	0.329	0.322
NA|ENSPMAT00000012053	0.481	0.000	0.349	0.731	0.607	0.135	0.658	1.264	1.236	0.316	0.000
NA|ENSPMAT00000012066	1.261	7.872	0.192	2.301	2.790	1.552	1.684	2.020	3.412	1.453	8.256
NA|ENSPMAT00000012093	6.256	71.303	3.281	26.952	41.944	20.830	11.692	11.746	27.595	15.411	26.253
NA|ENSPMAT00000012126	0.714	0.000	0.000	0.000	1.100	0.000	0.554	0.239	0.000	0.000	0.000
NA|ENSPMAT00000012136	5.959	2.767	8.961	12.421	10.444	4.162	2.295	1.955	3.350	5.664	3.281
NA|ENSPMAT00000012142	14.440	63.060	13.400	25.766	24.644	15.377	16.542	13.317	52.350	40.359	40.896
NA|ENSPMAT00000012189	0.277	0.000	0.000	0.000	0.000	0.000	0.000	0.488	0.000	0.000	0.426
NA|ENSPMAT00000012257	0.195	0.000	0.000	0.000	0.289	0.000	0.249	0.175	0.000	0.303	1.153
NA|ENSPMAT00000012264	0.626	0.000	0.144	0.000	0.000	0.062	0.119	0.089	0.000	0.000	0.000
NA|ENSPMAT00000012288	13.434	7.113	9.050	18.090	10.091	4.457	3.030	3.342	22.165	13.681	20.201
NA|ENSPMAT00000012297	38.842	1.740	11.105	2.863	3.690	0.443	26.674	7.905	14.944	3.444	4.446
NA|ENSPMAT00000012300	0.000	1.423	0.000	0.256	0.000	0.000	0.139	0.192	0.000	0.000	0.324
NA|ENSPMAT00000012302	1.128	0.000	0.650	1.407	0.926	1.525	2.219	3.704	1.819	0.392	2.658
NA|ENSPMAT00000012344	5.311	28.897	1.787	4.387	10.750	5.662	7.210	8.225	7.652	5.216	10.220
NA|ENSPMAT00000012348	37.543	7.350	16.885	8.823	3.611	1.528	1.754	1.061	2.454	4.374	16.869
NA|ENSPMAT00000012375	0.447	0.000	0.253	0.000	0.000	0.000	0.199	0.224	0.000	0.000	0.000
NA|ENSPMAT00000012449	2.406	8.062	2.271	5.364	4.252	2.965	6.057	3.971	14.220	5.690	6.308
NA|ENSPMAT00000012475	578.253	65.851	964.762	267.750	29.547	21.038	27.890	37.551	50.324	61.335	347.126
NA|ENSPMAT00000012508	15.494	48.967	14.638	130.001	77.594	23.824	12.683	16.899	54.262	59.239	55.962
NA|ENSPMAT00000012517	0.711	0.000	0.000	0.000	0.000	0.000	0.157	2.327	0.000	0.000	0.000
NA|ENSPMAT00000012524	51.247	40.952	10.241	56.752	27.007	10.796	9.747	16.697	26.395	15.059	30.841
NA|ENSPMAT00000012538	1.281	18.588	2.046	14.647	8.374	4.525	2.195	8.247	12.773	2.788	5.889
NA|ENSPMAT00000012613	14.190	4.251	2.547	0.000	0.525	0.000	6.418	2.260	4.154	0.748	0.000
NA|ENSPMAT00000012619	34.451	60.603	140.491	130.191	16.912	29.992	108.552	71.001	39.376	121.078	394.081
NA|ENSPMAT00000012623	4.573	43.967	10.536	3.536	5.158	5.260	7.515	4.612	3.457	6.398	7.316
NA|ENSPMAT00000012646	666.115	951.683	560.475	4586.600	561.850	465.529	1848.490	1230.620	520.851	875.340	15923.300
NA|ENSPMAT00000012659	0.467	0.000	0.000	0.000	0.000	0.000	0.193	0.000	0.000	0.442	0.429
NA|ENSPMAT00000012663	17.156	12.900	10.488	35.416	35.093	30.182	23.174	29.113	41.508	22.637	53.464
NA|ENSPMAT00000012670	0.000	0.000	0.000	0.000	0.707	0.000	0.000	0.000	2.218	0.000	0.000
NA|ENSPMAT00000012687	0.548	0.000	0.000	0.000	0.352	0.156	0.760	0.619	0.000	0.000	0.721
NA|ENSPMAT00000012732	129.674	34.341	27.369	44.685	25.864	10.385	11.216	13.579	25.446	21.205	61.955
NA|ENSPMAT00000012739	0.626	0.000	0.144	0.000	0.000	0.062	0.119	0.089	0.000	0.000	0.000
NA|ENSPMAT00000012744	0.091	0.000	0.229	0.666	0.000	0.000	0.366	0.245	0.000	0.000	0.000
NA|ENSPMAT00000012747	0.391	0.000	0.000	0.278	0.352	0.153	0.000	0.000	0.000	0.000	0.699
NA|ENSPMAT00000012753	8.630	37.176	6.479	12.245	19.738	9.183	8.006	8.247	25.545	22.921	24.441
NA|ENSPMAT00000012763	118.274	33.227	7.110	11.654	8.244	3.112	3.589	8.408	17.903	8.712	23.302
NA|ENSPMAT00000012775	1.107	5.112	3.167	1.867	3.345	1.657	1.009	1.333	1.476	2.373	5.018
NA|ENSPMAT00000012819	9.891	16.300	4.324	31.588	23.184	15.263	6.389	7.269	10.642	10.307	29.456
NA|ENSPMAT00000012833	17.856	201.077	19.441	72.431	70.141	23.299	34.227	63.688	97.135	51.593	83.993
NA|ENSPMAT00000012834	7.629	16.227	2.802	13.287	5.482	8.529	13.129	13.839	7.786	7.673	28.093
NA|ENSPMAT00000012846	22.108	0.000	19.375	12.960	0.000	0.783	0.212	0.000	2.218	2.924	10.303
NA|ENSPMAT00000012881	205.477	3.272	49.319	0.000	0.000	0.000	14.544	3.490	3.309	1.033	35.557
NA|ENSPMAT00000012929	0.097	0.000	0.223	0.343	0.000	0.337	0.188	0.000	0.765	0.000	0.416
NA|ENSPMAT00000012959	3.208	0.000	0.449	5.313	1.353	3.745	6.631	2.046	1.877	3.041	19.141
NA|ENSPMAT00000012975	34.451	60.603	140.491	130.191	16.912	29.992	108.552	71.001	39.376	121.078	394.081
NA|ENSPMAT00000012986	34.451	60.603	140.491	130.191	16.912	29.992	108.552	71.001	39.376	121.078	394.081
NA|ENSPMAT00000013028	8.937	8.497	6.038	31.095	14.809	9.633	4.661	8.731	8.326	16.791	17.061
NA|ENSPMAT00000013041	0.841	0.000	1.178	0.000	0.000	0.000	0.189	0.000	0.000	1.286	0.000
NA|ENSPMAT00000013047	0.265	0.000	0.000	1.494	0.000	0.185	0.172	0.000	0.000	0.000	2.539
NA|ENSPMAT00000013062	426.926	10.682	124.994	19.253	10.922	4.618	8.349	8.947	8.336	16.467	64.879
NA|ENSPMAT00000013071	0.000	0.000	0.353	0.000	0.308	0.000	0.000	0.000	0.000	1.610	0.000
NA|ENSPMAT00000013083	2.441	0.000	0.000	0.413	0.421	0.000	0.172	0.000	0.000	0.000	0.000
NA|ENSPMAT00000013092	0.305	0.000	0.000	0.270	0.000	0.000	0.147	0.806	0.000	0.350	0.000
NA|ENSPMAT00000013128	133.827	93.454	37.817	58.179	43.044	38.987	28.563	34.286	75.137	51.787	66.871
NA|ENSPMAT00000013209	23.215	40.610	13.083	28.043	16.488	7.966	5.557	7.692	17.240	21.779	25.243
NA|ENSPMAT00000013233	0.357	0.000	0.000	2.186	0.000	0.000	0.000	0.225	0.000	0.000	27.567
NA|ENSPMAT00000013245	0.000	0.000	0.000	0.000	0.707	0.000	0.000	0.000	2.218	0.000	0.000
NA|ENSPMAT00000013299	0.133	0.000	0.000	2.144	0.000	0.000	0.252	0.000	0.000	0.000	4.945
NA|ENSPMAT00000013303	0.467	0.000	0.236	0.666	0.846	0.363	0.189	0.000	0.817	0.429	0.857
NA|ENSPMAT00000013316	10.061	8.504	3.411	7.636	8.849	3.345	3.366	5.046	9.674	3.289	4.809
NA|ENSPMAT00000013319	0.000	0.000	0.000	0.193	0.290	0.000	0.379	0.531	0.000	0.000	0.000
NA|ENSPMAT00000013324	34.451	60.603	140.491	130.191	16.912	29.992	108.552	71.001	39.376	121.078	394.081
NA|ENSPMAT00000013349	1.232	0.000	0.588	0.000	0.000	0.246	0.000	0.000	0.000	0.000	0.000
NA|ENSPMAT00000013352	399.328	22.667	50.932	65.032	10.250	7.316	6.333	5.874	23.701	23.330	114.074
NA|ENSPMAT00000013365	3.705	0.000	1.739	2.230	0.000	0.255	0.366	0.194	0.666	3.208	1.477
NA|ENSPMAT00000013430	0.000	0.000	0.000	0.000	0.707	0.000	0.000	0.000	2.218	0.000	0.000
NA|ENSPMAT00000013522	1.748	3.675	1.143	3.986	1.167	2.824	1.722	2.298	3.927	1.333	6.840
NA|ENSPMAT00000013526	1.319	0.000	0.570	1.494	0.281	0.000	0.609	0.506	1.149	0.589	0.960
NA|ENSPMAT00000013533	3.193	23.899	5.968	24.491	23.626	7.453	4.519	7.172	19.463	17.965	12.662
NA|ENSPMAT00000013536	8.414	0.000	2.626	3.912	5.117	3.786	3.940	1.494	3.265	0.000	0.000
NA|ENSPMAT00000013681	0.545	0.000	0.229	0.000	0.410	0.350	0.366	0.489	0.788	0.000	0.000
NA|ENSPMAT00000013733	24.905	13.716	32.300	23.221	11.940	8.522	4.225	5.866	23.732	9.195	37.401
NA|ENSPMAT00000013746	0.204	0.000	0.283	0.000	0.000	0.000	0.163	0.000	0.000	0.893	0.386
NA|ENSPMAT00000013776	1632.630	18074.600	1445.090	7845.640	6317.240	3186.400	3040.240	6565.440	9075.750	3579.350	7616.020
NA|ENSPMAT00000013814	18.612	16.538	3.142	14.858	6.712	3.684	4.247	5.480	14.398	10.665	11.237
NA|ENSPMAT00000013840	0.234	0.000	0.372	0.000	0.000	0.000	1.060	0.000	0.000	0.000	0.467
NA|ENSPMAT00000013842	3.049	15.560	3.127	6.580	7.740	3.603	3.296	4.538	6.121	8.693	7.665
NA|ENSPMAT00000013859	31.405	364.333	56.220	127.139	76.855	34.813	30.837	54.140	105.622	84.056	192.648
NA|ENSPMAT00000013869	38.842	1.740	11.105	2.863	3.690	0.443	26.674	7.905	14.944	3.444	4.446
NA|ENSPMAT00000013908	0.000	2.116	0.267	0.000	0.000	0.000	0.000	0.000	0.000	0.473	0.000
NA|ENSPMAT00000013923	34.451	60.603	140.491	130.191	16.912	29.992	108.552	71.001	39.376	121.078	394.081
NA|ENSPMAT00000013954	6.387	14.887	5.035	16.527	7.146	3.910	3.547	1.811	6.726	5.798	16.881
NA|ENSPMAT00000013961	45.342	103.785	104.883	224.835	68.353	28.255	23.335	27.779	73.890	63.573	125.431
NA|ENSPMAT00000014037	3.649	0.000	4.326	1.484	6.956	2.821	3.454	2.119	13.515	0.807	2.559
NA|ENSPMAT00000014050	15.880	171.621	25.933	77.552	68.911	33.857	36.778	54.721	110.978	43.954	82.366
NA|ENSPMAT00000014053	1.067	0.000	0.196	0.539	0.682	0.299	0.736	2.015	0.669	0.699	2.382
NA|ENSPMAT00000014057	1.583	23.230	2.658	7.468	7.317	3.616	3.531	1.687	0.575	3.533	4.479
NA|ENSPMAT00000014060	1.439	11.765	0.681	3.822	1.149	0.907	2.356	4.714	8.882	2.114	5.983
