SeqID	tissues	sham+4days_1	sham+4days_2	SCI+4days_1	SCI+4days_2	SCI+4days_3
LOC117885792|XM_034787240.1|mRNA	1.665	1.268	3.326	3.158	7.058	2.387
LOC117885792|XM_034787242.1|mRNA	0.000	0.134	0.997	0.650	5.059	0.000
LOC117885792|XM_034787243.1|mRNA	4.406	0.744	35.666	2.123	9.203	34.138
LOC117885802|XM_034787268.1|mRNA	0.223	0.596	4.082	0.592	3.873	4.949
LOC117885803|XM_034787269.1|mRNA	0.000	0.100	0.530	0.561	1.360	0.443
LOC117885804|XM_034787271.1|mRNA	0.220	1.009	0.542	1.569	0.661	0.721
LOC117885804|XM_034787273.1|mRNA	0.150	0.379	4.679	0.801	0.000	2.295
LOC117885805|XR_004647855.1|lnc_RNA	0.043	0.000	0.198	0.000	0.502	0.823
LOC117885819|XM_034787304.1|mRNA	1.812	9.188	5.079	12.736	5.571	8.424
LOC117885839|XM_034787339.1|mRNA	0.512	0.566	2.000	0.791	2.707	3.300
LOC117885839|XM_034787342.1|mRNA	0.352	0.873	1.416	1.246	3.557	0.085
LOC117885839|XR_004647860.1|transcript	0.712	1.292	2.554	3.491	6.031	7.487
LOC117885854|XM_034787368.1|mRNA	0.359	0.120	0.415	0.715	0.000	0.000
LOC117885864|XM_034787385.1|mRNA	0.086	0.456	0.000	0.000	0.000	0.596
LOC117885866|XM_034787388.1|mRNA	1.390	2.666	12.559	8.464	15.303	14.205
LOC117885866|XM_034787389.1|mRNA	0.121	1.141	1.763	0.767	1.837	0.171
LOC117885869|XR_004647864.1|lnc_RNA	0.107	0.285	0.999	0.851	3.199	2.093
LOC117885874|XR_004647865.1|lnc_RNA	0.109	0.156	0.491	0.305	1.475	0.405
LOC117885881|XM_034787408.1|mRNA	0.194	0.288	2.703	1.029	0.725	2.390
LOC117885882|XM_034787411.1|mRNA	0.000	0.086	0.448	0.288	0.000	0.935
LOC117885887|XM_034787416.1|mRNA	0.056	0.249	1.052	1.116	2.026	1.472
LOC117885898|XM_034787428.1|mRNA	0.058	0.130	4.107	0.932	3.667	4.572
LOC117885904|XM_034787437.1|mRNA	0.110	0.098	0.000	1.100	1.497	2.406
LOC117885905|XM_034787438.1|mRNA	0.000	0.000	0.000	0.199	2.290	0.627
LOC117885909|XM_034787451.1|mRNA	0.150	0.000	2.798	0.449	2.656	7.334
LOC117885909|XM_034787453.1|mRNA	1.539	0.000	0.000	2.630	0.000	0.000
LOC117885909|XM_034787454.1|mRNA	0.000	0.792	0.000	0.000	0.583	1.807
LOC117885925|XM_034787487.1|mRNA	0.043	0.501	0.998	0.862	0.508	1.942
LOC117885926|XM_034787488.1|mRNA	0.000	0.000	0.448	0.000	1.142	0.623
LOC117885929|XM_034787494.1|mRNA	0.994	1.574	4.669	6.567	6.284	5.449
LOC117885940|XR_004647872.1|lnc_RNA	0.000	0.041	0.000	1.910	22.138	38.165
LOC117885940|XR_004647873.1|lnc_RNA	0.000	0.168	1.054	0.000	0.000	25.733
LOC117885959|XR_004647874.1|lnc_RNA	0.061	0.109	0.000	0.000	0.751	0.817
LOC117885964|XM_034787554.1|mRNA	9.242	6.571	45.398	21.836	55.001	23.103
LOC117885967|XM_034787568.1|mRNA	0.106	0.095	2.739	0.424	1.276	0.696
LOC117885968|XR_004647875.1|lnc_RNA	0.101	0.179	0.000	0.000	2.693	0.724
LOC117885969|XM_034787609.1|mRNA	0.000	0.251	0.000	0.000	1.360	1.111
LOC117885971|XM_034787572.1|mRNA	0.222	2.415	36.811	2.253	6.974	5.201
LOC117885978|XM_034787583.1|mRNA	0.295	0.000	2.842	0.000	0.000	2.006
LOC117885980|XM_034787585.1|mRNA	0.000	0.177	2.216	0.805	0.000	0.000
LOC117885992|XM_034787599.1|mRNA	0.025	0.143	0.370	0.317	0.183	0.556
LOC117885994|XM_034787601.1|mRNA	0.000	0.161	0.000	1.389	0.000	2.501
LOC117885995|XM_034787602.1|mRNA	0.000	0.000	0.000	1.505	0.000	6.803
LOC117885995|XM_034787603.1|mRNA	0.000	0.000	0.000	0.000	0.000	4.754
LOC117885995|XM_034787607.1|mRNA	0.200	1.368	2.636	2.810	7.323	0.000
LOC117885997|XM_034787610.1|mRNA	0.173	0.617	20.967	0.461	32.902	27.449
LOC117885998|XM_034787618.1|mRNA	0.476	0.205	0.999	0.000	1.326	2.254
LOC117886000|XM_034787620.1|mRNA	0.447	0.777	17.541	0.903	0.000	17.565
LOC117886002|XM_034787622.1|mRNA	0.080	0.390	2.379	0.000	0.000	0.254
LOC117886003|XM_034787623.1|mRNA	0.000	0.000	0.000	0.874	3.661	0.993
LOC117886029|XM_034787662.1|mRNA	0.044	0.395	0.156	0.563	0.387	0.320
LOC117886033|XM_034787668.1|mRNA	0.382	0.574	1.369	1.676	1.645	1.769
LOC117886037|XM_034787671.1|mRNA	0.281	0.628	1.663	1.120	1.955	1.290
LOC117886053|XR_004647881.1|lnc_RNA	0.000	0.392	3.134	0.000	2.136	1.133
LOC117886083|XM_034787720.1|mRNA	0.169	0.121	1.232	0.942	0.777	1.278
LOC117886118|XM_034787755.1|mRNA	0.513	1.480	5.972	1.088	8.077	5.381
LOC117886123|XR_004647884.1|lnc_RNA	0.407	3.858	2.269	6.520	0.000	0.000
LOC117886133|XR_004647885.1|lnc_RNA	0.509	1.492	4.331	2.637	1.952	0.856
LOC117886134|XM_034787774.1|mRNA	0.102	1.228	1.669	0.713	1.220	1.663
LOC117886146|XR_004647889.1|lnc_RNA	0.106	0.265	0.190	0.211	0.238	0.392
LOC117886149|XM_034787798.1|mRNA	0.000	0.145	1.034	0.065	1.863	0.817
LOC117886155|XM_034787805.1|mRNA	0.190	0.000	0.300	0.000	0.776	0.000
LOC117886159|XM_034787811.1|mRNA	9.623	3.513	59.045	15.609	282.047	511.851
LOC117886164|XM_034787814.1|mRNA	0.247	0.527	1.875	0.590	3.650	1.602
LOC117886168|XM_034787824.1|mRNA	10.528	13.350	150.863	43.622	166.424	285.884
LOC117886183|XR_004647894.1|lnc_RNA	0.190	0.000	1.414	0.189	1.248	1.345
LOC117886200|XM_034787859.1|mRNA	0.191	0.231	0.740	0.627	1.239	1.361
LOC117886200|XM_034787860.1|mRNA	0.000	0.089	0.000	0.117	0.000	1.018
LOC117886202|XM_034787862.1|mRNA	0.127	0.299	0.638	0.825	0.000	1.264
LOC117886203|XM_034787863.1|mRNA	0.052	0.082	1.505	0.208	1.152	1.808
LOC117886204|XR_004647896.1|lnc_RNA	1.116	2.263	2.332	5.519	0.986	1.848
LOC117886208|XM_034787868.1|mRNA	0.079	0.070	1.152	0.000	0.000	1.631
LOC117886220|XR_004647897.1|lnc_RNA	4.867	4.805	54.459	13.557	46.788	55.643
LOC117886222|XM_034787886.1|mRNA	0.178	0.340	0.916	0.760	0.862	3.156
LOC117886223|XM_034787887.1|mRNA	0.058	0.852	0.102	2.715	0.089	0.103
LOC117886223|XM_034787888.1|mRNA	0.181	0.000	0.365	0.548	0.304	0.328
LOC117886225|XM_034787891.1|mRNA	0.184	0.256	1.923	1.019	3.664	2.140
LOC117886226|XM_034787893.1|mRNA	0.048	0.020	0.000	0.000	4.591	3.056
LOC117886232|XM_034787906.1|mRNA	0.000	0.166	3.579	1.133	3.051	2.330
LOC117886232|XM_034787914.1|mRNA	1.005	0.107	0.000	0.396	0.000	0.000
LOC117886241|XR_004647898.1|lnc_RNA	0.000	0.262	1.154	0.645	6.732	0.000
LOC117886252|XR_004647899.1|lnc_RNA	0.000	0.000	24.990	9.945	13.639	0.000
LOC117886253|XM_034787926.1|mRNA	0.000	0.372	0.000	1.360	0.886	0.000
LOC117886253|XM_034787935.1|mRNA	0.172	0.778	3.093	3.195	1.911	2.041
LOC117886253|XM_034787957.1|mRNA	0.000	1.136	0.719	1.053	0.000	0.000
LOC117886257|XM_034787929.1|mRNA	0.087	0.077	0.000	0.000	1.131	0.610
LOC117886262|XR_004647901.1|lnc_RNA	1.377	2.477	8.862	4.202	11.107	6.598
LOC117886270|XR_004647904.1|lnc_RNA	0.779	0.896	6.240	1.681	3.961	4.534
LOC117886274|XM_034787953.1|mRNA	0.200	0.652	8.060	4.268	7.114	6.268
LOC117886275|XR_004647905.1|lnc_RNA	0.536	0.955	5.713	3.132	6.602	11.752
LOC117886277|XR_004647906.1|lnc_RNA	0.856	2.459	7.531	7.222	7.308	10.589
LOC117886281|XM_034787961.1|mRNA	0.598	4.625	9.996	7.300	14.246	11.831
LOC117886281|XM_034787962.1|mRNA	1.125	0.000	4.912	2.244	0.000	0.000
LOC117886282|XM_034787963.1|mRNA	0.824	0.320	1.967	3.001	0.829	9.305
LOC117886291|XM_034787973.1|mRNA	0.246	0.055	0.583	0.490	4.506	13.484
LOC117886292|XM_034787975.1|mRNA	0.037	0.099	0.677	0.295	0.428	0.000
LOC117886296|XR_004647908.1|lnc_RNA	0.000	0.862	7.456	2.660	5.190	0.000
LOC117886297|XM_034787980.1|mRNA	2.566	14.761	33.165	20.377	23.848	21.613
LOC117886300|XM_034787983.1|mRNA	3.775	5.132	54.162	12.895	46.767	42.700
LOC117886302|XM_034787988.1|mRNA	0.148	0.451	3.749	2.108	3.124	3.330
LOC117886302|XM_034787989.1|mRNA	0.124	1.372	0.684	4.132	0.000	0.000
LOC117886308|XM_034787994.1|mRNA	2.552	0.348	3.424	7.832	24.686	46.843
LOC117886309|XM_034787995.1|mRNA	2.219	0.286	0.599	0.480	0.441	0.996
LOC117886310|XM_034787996.1|mRNA	0.000	0.533	0.929	0.398	0.000	0.000
LOC117886311|XR_004647909.1|lnc_RNA	0.693	1.109	6.309	3.042	2.585	3.742
LOC117886318|XR_004647910.1|lnc_RNA	0.389	0.829	7.921	2.328	5.915	5.339
LOC117886322|XM_034788023.1|mRNA	1.377	4.268	1.340	11.312	0.000	1.826
LOC117886322|XM_034788024.1|mRNA	0.422	1.042	13.454	0.767	26.212	21.221
LOC117886322|XM_034788025.1|mRNA	0.000	0.375	9.108	0.000	0.072	0.081
LOC117886329|XM_034788037.1|mRNA	0.000	0.000	0.973	0.331	0.000	0.695
LOC117886331|XR_004647914.1|lnc_RNA	0.452	0.988	0.000	3.162	0.000	1.807
LOC117886334|XM_034788042.1|mRNA	0.251	0.446	4.910	0.668	4.298	0.581
LOC117886337|XM_034788044.1|mRNA	0.247	0.397	0.000	0.099	0.589	3.858
LOC117886341|XM_034788057.1|mRNA	2.191	5.914	14.663	13.582	10.088	8.509
LOC117886343|XM_034788064.1|mRNA	2.089	0.350	0.000	0.262	0.000	0.000
LOC117886344|XM_034788067.1|mRNA	0.426	0.731	2.606	1.946	0.000	0.000
LOC117886344|XR_004647915.1|transcript	0.000	1.022	0.632	0.395	1.548	1.696
LOC117886347|XM_034788069.1|mRNA	0.149	0.399	1.708	0.223	1.297	3.313
LOC117886348|XM_034788070.1|mRNA	0.077	0.413	0.708	0.846	0.000	1.227
LOC117886349|XR_004647918.1|lnc_RNA	0.000	0.374	0.320	0.137	0.000	0.178
LOC117886349|XR_004647925.1|lnc_RNA	0.044	0.055	1.095	0.409	1.142	0.198
LOC117886349|XR_004647928.1|lnc_RNA	0.148	0.380	0.563	0.223	0.142	0.349
LOC117886349|XR_004647930.1|lnc_RNA	0.028	0.143	0.159	0.493	0.575	0.163
LOC117886352|XR_004647935.1|snoRNA	0.000	1.602	13.096	9.343	25.559	0.000
LOC117886353|XR_004647936.1|snoRNA	0.000	13.695	0.000	73.233	25.087	0.000
LOC117886358|XR_004647941.1|snoRNA	0.000	6.408	13.096	9.343	0.000	0.000
LOC117886370|XR_004647942.1|lnc_RNA	0.134	0.384	0.155	0.596	0.808	0.392
LOC117886370|XR_004647943.1|lnc_RNA	0.706	0.409	0.886	0.000	1.190	0.546
LOC117886370|XR_004647945.1|lnc_RNA	0.236	0.352	0.411	0.423	0.254	0.280
LOC117886370|XR_004647946.1|lnc_RNA	0.034	0.000	0.660	0.085	1.161	1.290
LOC117886370|XR_004647947.1|lnc_RNA	0.959	1.459	1.992	1.626	0.000	0.457
LOC117886371|XR_004647948.1|lnc_RNA	0.279	0.715	3.977	1.528	2.411	2.862
LOC117886382|XR_004647950.1|lnc_RNA	26.068	65.037	0.000	51.649	0.000	0.000
LOC117886384|XR_004647953.1|lnc_RNA	0.220	1.017	1.835	0.543	4.732	4.067
LOC117886384|XR_004647954.1|lnc_RNA	0.137	0.967	2.147	1.093	5.829	5.165
LOC117886386|XR_004647955.1|lnc_RNA	0.000	0.781	3.365	0.600	0.000	0.000
LOC117886392|XR_004647956.1|lnc_RNA	0.000	0.129	0.000	0.584	2.101	0.000
LOC117886396|XR_004647957.1|lnc_RNA	0.484	2.193	2.412	3.778	1.882	1.287
LOC117886397|XM_034788140.1|mRNA	0.825	2.743	11.012	7.551	0.000	8.687
LOC117886397|XM_034788141.1|mRNA	0.000	0.000	0.625	1.405	11.429	0.062
LOC117886399|XM_034788142.1|mRNA	0.258	0.952	3.034	4.109	1.706	1.634
LOC117886403|XR_004647959.1|lnc_RNA	0.210	0.905	3.676	1.105	1.495	2.466
LOC117886407|XM_034788161.1|mRNA	0.206	0.564	3.714	0.875	3.182	3.504
LOC117886414|XM_034788180.1|mRNA	0.424	1.059	9.829	3.395	22.150	16.665
LOC117886420|XR_004647961.1|lnc_RNA	0.426	1.157	0.000	0.439	0.000	0.000
LOC117886420|XR_004647963.1|lnc_RNA	0.000	0.000	9.072	3.654	6.276	0.000
LOC117886420|XR_004647966.1|lnc_RNA	0.101	0.000	0.645	1.135	0.000	1.472
LOC117886420|XR_004647969.1|lnc_RNA	1.511	0.000	0.001	0.000	0.000	0.699
LOC117886420|XR_004647970.1|lnc_RNA	0.000	0.267	2.348	0.400	2.767	1.749
LOC117886420|XR_004647971.1|lnc_RNA	0.762	2.367	0.000	0.858	0.000	0.000
LOC117886451|XM_034788258.1|mRNA	4.017	15.064	30.851	29.254	21.271	25.853
LOC117886452|XR_004647974.1|lnc_RNA	12.657	23.567	78.395	62.126	633.201	46.160
LOC117886462|XM_034788284.1|mRNA	0.263	0.345	0.000	1.254	0.000	4.277
LOC117886462|XM_034788286.1|mRNA	1.012	1.736	4.447	0.000	0.000	0.000
LOC117886462|XM_034788289.1|mRNA	0.246	0.081	3.225	3.881	6.057	16.148
LOC117886462|XM_034788290.1|mRNA	0.000	0.368	0.000	1.892	5.115	0.000
LOC117886462|XM_034788291.1|mRNA	0.000	0.000	0.000	0.000	5.299	0.834
LOC117886463|XM_034788292.1|mRNA	0.393	0.490	1.624	0.862	2.745	3.004
LOC117886472|XR_004647981.1|lnc_RNA	0.024	0.227	0.647	0.356	0.000	0.825
LOC117886475|XR_004647986.1|lnc_RNA	0.454	1.186	7.646	0.000	7.067	0.000
LOC117886487|XR_004647987.1|lnc_RNA	0.171	0.921	1.488	0.341	3.766	2.029
LOC117886487|XR_004647988.1|lnc_RNA	0.044	0.586	0.000	0.519	0.000	0.000
LOC117886488|XM_034788360.1|mRNA	0.377	2.108	8.234	4.007	6.999	10.265
LOC117886492|XM_034788361.1|mRNA	4.185	11.492	1.391	29.839	1.826	1.635
LOC117886498|XR_004647989.1|lnc_RNA	0.400	0.942	2.775	2.660	3.764	1.001
LOC117886513|XM_034788385.1|mRNA	0.186	1.009	3.268	1.622	1.479	0.859
LOC117886521|XR_004647993.1|lnc_RNA	0.040	0.071	0.366	0.079	1.392	0.254
LOC117886530|XR_004647995.1|lnc_RNA	0.437	0.815	2.924	1.743	3.706	1.268
LOC117886535|XM_034788442.1|mRNA	0.624	5.095	19.047	5.677	17.538	15.600
LOC117886535|XM_034788443.1|mRNA	0.935	2.062	6.279	10.796	3.018	16.414
LOC117886535|XM_034788444.1|mRNA	5.246	8.023	17.720	17.711	26.161	17.629
LOC117886535|XM_034788445.1|mRNA	1.065	0.463	1.601	5.516	6.764	1.171
LOC117886539|XM_034788449.1|mRNA	16.544	25.840	173.614	56.348	163.474	132.829
LOC117886557|XM_034788487.1|mRNA	0.050	0.224	3.526	0.402	2.403	0.328
LOC117886576|XM_034788521.1|mRNA	0.402	0.000	1.936	0.000	0.000	0.000
LOC117886576|XM_034788523.1|mRNA	0.610	1.548	5.897	3.003	5.866	4.976
LOC117886576|XM_034788524.1|mRNA	0.000	0.758	0.000	0.746	2.244	0.000
LOC117886576|XM_034788526.1|mRNA	0.030	0.066	1.160	0.058	0.554	0.388
LOC117886577|XR_004647998.1|lnc_RNA	3.987	4.309	26.096	23.939	20.759	34.520
LOC117886579|XM_034788531.1|mRNA	0.307	0.835	1.004	2.787	1.527	1.595
LOC117886579|XM_034788532.1|mRNA	0.189	0.096	2.321	0.615	5.138	9.062
LOC117886581|XR_004647999.1|lnc_RNA	0.033	0.238	0.371	0.630	0.000	0.610
LOC117886589|XR_004648002.1|lnc_RNA	0.092	0.164	0.915	0.369	3.630	1.305
LOC117886593|XM_034788564.1|mRNA	1.772	10.612	29.934	10.343	26.024	56.230
LOC117886593|XM_034788565.1|mRNA	1.243	6.868	77.974	13.385	105.298	46.911
LOC117886604|XR_004648003.1|lnc_RNA	0.488	1.453	3.865	3.612	4.449	4.026
LOC117886605|XM_034788586.1|mRNA	1.194	2.485	19.701	15.889	35.585	45.396
LOC117886606|XR_004648005.1|lnc_RNA	0.060	0.173	0.000	0.843	0.000	2.002
LOC117886607|XM_034788588.1|mRNA	0.345	0.485	4.586	2.949	3.365	2.862
LOC117886607|XM_034788589.1|mRNA	0.268	0.356	0.000	0.000	2.595	2.241
LOC117886608|XM_034788590.1|mRNA	0.205	0.305	0.312	0.477	1.182	0.432
LOC117886609|XM_034788591.1|mRNA	0.000	0.335	1.044	0.382	0.000	0.000
LOC117886616|XM_034788600.1|mRNA	12.949	0.000	0.000	0.000	0.000	0.000
LOC117886616|XM_034788601.1|mRNA	3.433	0.177	0.880	0.131	0.366	0.101
LOC117886627|XM_034788617.1|mRNA	0.329	0.654	2.533	2.333	3.263	1.907
LOC117886635|XM_034788630.1|mRNA	0.080	0.178	1.469	1.035	0.000	0.764
LOC117886638|XM_034788634.1|mRNA	9.357	15.793	246.742	47.020	217.039	211.779
LOC117886639|XR_004648009.1|lnc_RNA	0.542	0.603	8.423	0.541	10.915	4.560
LOC117886640|XM_034788635.1|mRNA	7.640	0.548	1.254	0.612	0.351	0.000
LOC117886642|XM_034788636.1|mRNA	1.001	2.444	4.738	2.956	6.887	2.485
LOC117886646|XR_004648011.1|lnc_RNA	3.024	8.112	31.860	14.858	11.734	13.945
LOC117886647|XM_034788641.1|mRNA	0.464	1.178	3.565	3.097	6.343	5.560
LOC117886653|XR_004648012.1|lnc_RNA	0.293	1.685	0.238	2.285	0.000	0.000
LOC117886653|XR_004648013.1|lnc_RNA	0.000	0.000	0.941	0.444	0.713	0.000
LOC117886656|XM_034788660.1|mRNA	0.000	0.086	1.458	0.000	0.000	0.694
LOC117886661|XR_004648014.1|lnc_RNA	0.000	0.532	0.000	0.613	4.790	0.000
LOC117886663|XR_004648015.1|lnc_RNA	0.887	0.777	3.143	1.404	3.260	0.643
LOC117886663|XR_004648016.1|lnc_RNA	1.594	0.927	0.000	0.582	0.000	0.000
LOC117886663|XR_004648017.1|lnc_RNA	0.628	0.913	3.236	3.979	1.167	0.000
LOC117886664|XM_034788688.1|mRNA	0.111	0.050	0.000	0.222	0.000	1.100
LOC117886667|XM_034788674.1|mRNA	0.000	0.162	1.209	0.370	0.000	1.126
LOC117886667|XM_034788675.1|mRNA	0.134	0.430	0.514	0.777	0.000	0.000
LOC117886669|XR_004648019.1|lnc_RNA	0.435	0.399	1.658	0.925	0.425	1.056
LOC117886669|XR_004648020.1|lnc_RNA	0.068	0.380	0.578	1.412	0.745	1.450
LOC117886671|XR_004648021.1|lnc_RNA	0.047	0.168	3.761	0.281	1.675	0.000
LOC117886672|XM_034788681.1|mRNA	1.623	1.225	7.906	3.400	0.000	7.847
LOC117886683|XM_034788698.1|mRNA	0.391	0.280	2.645	1.870	6.070	6.490
LOC117886687|XR_004648024.1|lnc_RNA	0.112	0.709	0.603	0.000	0.000	1.637
LOC117886688|XR_004648025.1|lnc_RNA	0.335	0.290	5.642	6.712	0.000	0.000
LOC117886689|XM_034788705.1|mRNA	4.211	0.784	0.963	1.208	1.039	1.329
LOC117886695|XR_004648027.1|lnc_RNA	0.000	1.021	2.203	0.790	6.123	0.000
LOC117886696|XM_034788717.1|mRNA	7.252	11.538	42.668	45.692	103.420	90.021
LOC117886699|XM_034788721.1|mRNA	0.572	1.526	6.341	6.718	8.579	15.266
LOC117886706|XR_004648040.1|lnc_RNA	0.111	0.000	0.765	0.000	1.512	0.000
LOC117886706|XR_004648041.1|lnc_RNA	0.000	0.112	1.381	0.000	0.000	0.418
LOC117886712|XM_034788745.1|mRNA	0.993	0.424	5.401	4.363	8.750	9.300
LOC117886714|XR_004648043.1|lnc_RNA	1.850	2.764	7.808	6.463	15.227	13.501
LOC117886719|XM_034788750.1|mRNA	49.635	47.752	152.653	157.793	326.140	414.907
LOC117886729|XR_004648045.1|lnc_RNA	27.883	90.110	735.743	120.845	632.251	493.282
LOC117886730|XR_004648046.1|lnc_RNA	0.092	0.027	0.278	0.122	0.000	0.576
LOC117886736|XM_034788780.1|mRNA	13.430	0.094	0.532	1.899	0.000	0.000
LOC117886740|XM_034788783.1|mRNA	0.074	0.000	0.714	0.295	0.000	0.504
LOC117886745|XM_034788789.1|mRNA	0.555	1.590	7.148	3.493	7.660	10.231
LOC117886746|XM_034788790.1|mRNA	0.018	0.279	0.493	1.282	0.615	0.338
LOC117886747|XM_034788791.1|mRNA	0.395	0.692	2.222	0.000	0.000	1.593
LOC117886749|XM_034788794.1|mRNA	0.209	0.047	2.449	0.209	0.000	0.342
LOC117886751|XM_034788796.1|mRNA	0.189	0.253	2.123	0.941	3.193	4.823
LOC117886753|XM_034788798.1|mRNA	16.879	0.627	1.247	1.460	3.839	4.402
LOC117886761|XR_004648047.1|lnc_RNA	0.349	1.007	21.878	2.962	0.000	1.831
LOC117886765|XM_034788809.1|mRNA	0.000	0.192	2.431	0.438	3.368	3.500
LOC117886766|XM_034788810.1|mRNA	0.186	1.392	2.043	1.334	3.447	1.652
LOC117886771|XM_034788815.1|mRNA	1.420	1.840	3.985	9.946	0.000	5.645
LOC117886774|XR_004648049.1|lnc_RNA	0.065	0.087	1.484	0.325	0.000	1.436
LOC117886775|XR_004648050.1|lnc_RNA	0.000	0.360	0.709	0.000	0.000	1.023
LOC117886779|XM_034788825.1|mRNA	7.046	0.195	0.352	0.000	1.831	2.978
LOC117886780|XM_034788826.1|mRNA	2.442	0.000	2.423	0.495	8.478	20.054
LOC117886782|XM_034788828.1|mRNA	0.000	0.117	2.057	0.000	1.859	0.000
LOC117886798|XR_004648053.1|lnc_RNA	0.160	0.426	3.503	2.714	0.000	1.655
LOC117886802|XM_034788855.1|mRNA	0.319	0.724	3.959	0.778	2.460	1.796
LOC117886802|XR_004648054.1|transcript	0.479	0.909	4.169	1.301	1.476	1.929
LOC117886802|XR_004648055.1|transcript	0.143	0.198	4.599	0.098	3.074	1.050
LOC117886804|XR_004648056.1|lnc_RNA	0.178	0.660	1.879	0.885	1.689	1.482
LOC117886807|XR_004648059.1|lnc_RNA	0.688	1.830	6.275	3.101	3.821	3.304
LOC117886809|XM_034788861.1|mRNA	0.000	0.000	0.000	0.000	1.422	5.313
LOC117886815|XR_004648061.1|lnc_RNA	0.233	0.732	3.226	1.855	3.183	2.588
LOC117886822|XM_034788887.1|mRNA	0.139	0.000	0.000	0.749	0.000	1.254
LOC117886822|XM_034788888.1|mRNA	0.239	1.247	5.601	3.471	4.979	3.467
LOC117886829|XM_034788898.1|mRNA	1.105	3.509	21.011	6.803	15.673	9.409
LOC117886831|XM_034788901.1|mRNA	0.885	6.927	139.211	26.863	107.428	165.116
LOC117886831|XM_034788904.1|mRNA	25.569	24.269	366.249	65.551	307.584	333.973
LOC117886831|XM_034788905.1|mRNA	0.839	5.973	0.000	0.000	0.034	0.000
LOC117886831|XM_034788907.1|mRNA	0.574	1.546	12.909	14.915	13.232	43.796
LOC117886831|XM_034788908.1|mRNA	22.167	47.412	189.729	86.582	219.626	163.095
LOC117886832|XM_034788911.1|mRNA	16.197	12.648	69.158	30.891	62.363	48.160
LOC117886833|XR_004648063.1|lnc_RNA	1.045	1.143	16.243	4.084	23.709	13.890
LOC117886850|XR_004648065.1|lnc_RNA	0.023	0.144	3.010	0.418	1.736	0.942
LOC117886851|XR_004648068.1|lnc_RNA	0.105	0.000	0.000	0.000	1.411	1.515
LOC117886855|XM_034788950.1|mRNA	0.412	0.319	3.698	2.309	11.607	0.000
LOC117886855|XM_034788951.1|mRNA	4.602	9.751	48.623	24.971	44.152	49.340
LOC117886859|XM_034788958.1|mRNA	0.000	0.052	0.537	0.000	0.590	0.000
LOC117886859|XM_034788964.1|mRNA	0.892	3.697	10.755	5.803	5.246	4.301
LOC117886859|XM_034788968.1|mRNA	0.000	0.892	0.999	1.137	1.064	0.000
LOC117886863|XR_004648072.1|lnc_RNA	1.624	4.678	13.624	6.755	11.728	10.285
LOC117886866|XM_034788961.1|mRNA	0.093	0.208	0.420	0.232	0.263	0.722
LOC117886867|XR_004648073.1|lnc_RNA	0.071	0.127	0.000	0.000	1.781	0.000
LOC117886868|XR_004648074.1|lnc_RNA	0.845	3.040	4.642	1.468	4.036	2.687
LOC117886869|XM_034788962.1|mRNA	0.655	1.505	4.299	4.524	5.341	5.063
LOC117886871|XR_004648075.1|snoRNA	5.241	0.000	14.320	0.000	28.316	0.000
LOC117886874|XR_004648078.1|snoRNA	2.431	0.000	69.274	5.703	54.749	0.000
LOC117886897|XM_034788996.1|mRNA	0.513	2.301	3.748	3.018	12.986	7.199
LOC117886897|XM_034788997.1|mRNA	0.743	1.225	0.254	2.950	0.000	10.433
LOC117886897|XM_034788998.1|mRNA	0.000	0.371	0.690	3.002	0.000	0.000
LOC117886897|XM_034789002.1|mRNA	0.225	0.435	15.935	0.000	0.000	2.517
LOC117886899|XM_034789004.1|mRNA	0.498	0.020	1.728	1.614	0.876	0.000
LOC117886899|XM_034789006.1|mRNA	0.000	1.122	0.570	0.000	1.308	2.454
LOC117886899|XM_034789007.1|mRNA	0.664	1.421	5.473	3.481	7.780	6.026
LOC117886900|XM_034789008.1|mRNA	0.080	0.836	0.192	0.336	0.477	0.333
LOC117886900|XM_034789009.1|mRNA	0.231	0.211	0.610	1.135	1.441	0.943
LOC117886901|XM_034789010.1|mRNA	0.000	0.098	0.615	1.396	0.194	0.589
LOC117886901|XM_034789011.1|mRNA	0.000	0.334	1.390	0.941	0.422	1.227
LOC117886901|XM_034789015.1|mRNA	0.034	0.000	0.006	0.000	1.117	0.005
LOC117886901|XM_034789017.1|mRNA	0.217	0.916	1.320	2.679	0.870	1.388
LOC117886901|XM_034789019.1|mRNA	0.505	0.000	3.308	0.000	2.092	3.171
LOC117886901|XM_034789021.1|mRNA	1.823	1.625	1.171	2.734	1.223	1.753
LOC117886903|XM_034789023.1|mRNA	0.051	0.089	0.217	0.103	0.000	0.887
LOC117886903|XM_034789024.1|mRNA	8.169	20.742	24.997	32.554	20.780	19.506
LOC117886903|XM_034789025.1|mRNA	0.000	0.000	0.000	2.413	0.000	0.000
LOC117886904|XM_034789026.1|mRNA	1.555	2.935	0.000	6.736	5.402	3.362
LOC117886904|XM_034789027.1|mRNA	0.807	10.235	12.728	16.870	0.000	12.930
LOC117886904|XM_034789030.1|mRNA	3.892	11.710	14.817	20.258	14.094	13.519
LOC117886905|XM_034789031.1|mRNA	0.000	0.118	0.000	1.102	0.000	0.007
LOC117886905|XM_034789032.1|mRNA	0.267	0.000	2.310	0.000	0.000	0.023
LOC117886905|XM_034789033.1|mRNA	0.000	0.279	0.614	0.283	0.000	0.000
