SeqID	ctrl_r1	ctrl_r2	0hpa_r1	0hpa_r2	6hpa_r1	24hpa_r1	24hpa_r2	72hpa_r1	72hpa_r2
h2ac11|rna54401|gene28040|Level=2	2.600	6.362	3.527	0.020	1.032	0.000	0.000	1.002	2.473
h2ac11|rna54489|gene28098|Level=2	0.893	0.489	0.000	0.000	0.000	0.000	0.000	0.212	0.000
h2ac11|rna55715|gene28829|Level=2	0.429	0.366	0.410	0.000	0.136	0.366	0.075	0.260	0.211
h2ac11|rna56083|gene29084|Level=2	0.007	0.000	1.363	2.639	2.752	0.000	0.000	0.000	0.000
h2ac11|rna59604|gene31327|Level=2	0.373	0.564	0.000	0.000	0.000	0.000	0.000	0.000	2.360
h2ac11|rna60062|gene31629|Level=2	0.535	0.751	0.000	0.000	0.097	0.000	0.000	0.000	0.000
h2ac11|rna60806|gene32097|Level=2	0.000	3.829	0.895	0.000	0.000	0.009	0.000	0.000	0.001
h2ac11|rna61299|gene32369|Level=2	3.171	0.000	0.417	1.979	0.000	0.000	0.000	1.583	0.000
h2ac11|rna8784|gene2647|Level=2	3.461	3.970	0.000	1.100	1.155	0.449	1.168	3.883	2.216
h2ac12|rna20132|gene6232|Level=1	2.331	3.186	1.704	0.144	0.816	0.455	0.497	1.033	0.455
h2ac14|rna51580|gene26269|Level=1	6.308	4.783	3.826	4.162	6.676	6.474	6.587	7.620	3.706
h2ac16|rna36906|gene16985|Level=1	0.653	0.594	0.565	0.309	0.723	0.444	0.585	0.430	0.189
h2ac21|rna7544|gene2292|Level=2	0.459	1.522	0.573	1.063	1.466	1.627	2.481	2.607	1.832
h2ac7|rna46578|gene23162|Level=1	0.817	0.000	0.613	0.941	0.696	0.349	0.449	0.491	0.000
h2ax.2|rna12665|gene3881|Level=1	3.609	2.768	2.316	3.850	2.928	2.896	3.055	2.797	2.380
h2ax|rna550|gene183|Level=1	1.083	1.616	2.163	0.251	1.183	1.316	1.317	1.533	0.370
h2az1|rna13444|gene4119|Level=1	779.949	637.840	564.141	490.546	523.130	684.251	655.647	514.827	394.600
h2az2|rna10946|gene3343|Level=1	250.138	329.818	283.188	304.890	284.439	242.363	251.254	231.390	180.894
h2bc11|rna63202|gene33540|Level=1	1.680	2.076	1.266	0.312	0.644	0.855	0.669	0.995	0.622
h2bc12|rna19295|gene5979|Level=1	3.974	4.901	4.012	0.858	1.358	1.061	2.326	3.391	1.364
h2bc14|rna41412|gene19932|Level=1	1.171	0.548	1.821	0.726	0.404	0.544	0.363	0.943	0.463
h2bc21|rna37036|gene17074|Level=1	2.353	1.122	0.000	0.000	0.962	0.000	1.651	2.986	0.000
h3-3a|rna43025|gene20929|Level=1	834.859	717.744	486.570	586.725	572.298	694.044	771.393	752.279	614.772
h3-3b|rna27150|gene8393|Level=1	230.743	280.033	296.710	247.069	249.265	176.136	193.330	122.727	134.711
h3c13|rna58299|gene30454|Level=1	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.650	0.719
h3c14|rna42724|gene20733|Level=1	1.120	2.761	0.000	1.775	1.611	0.407	1.400	0.854	0.000
h3c7|gene24152|gene24152|Level=2	1.706	1.193	1.974	1.509	0.930	0.859	0.000	1.358	0.000
h3c7|rna1800|gene578|Level=2	1.119	0.889	1.211	0.252	0.578	0.367	0.515	0.604	0.316
h3c7|rna35629|gene16138|Level=2	0.000	0.162	0.090	0.000	0.167	0.304	0.112	0.140	0.588
h3c7|rna37994|gene17685|Level=2	2.796	1.713	1.140	1.034	1.348	1.375	0.861	1.617	1.103
h3c7|rna40263|gene19209|Level=2	0.000	1.064	0.000	0.000	0.101	0.189	0.180	0.000	0.000
h3c7|rna45630|gene22572|Level=2	0.000	0.000	0.000	2.099	0.129	0.000	0.000	0.025	0.000
h3c7|rna49912|gene25194|Level=2	1.136	2.224	0.000	0.994	0.617	0.264	0.789	1.546	0.408
h3c7|rna52175|gene26634|Level=2	0.810	1.370	0.553	0.000	0.186	0.456	0.268	0.332	0.135
h3c7|rna53585|gene27530|Level=2	0.000	0.000	0.000	0.000	0.444	0.000	0.000	1.010	1.164
h3c7|rna55351|gene28612|Level=2	0.401	0.709	0.831	0.000	0.049	0.136	0.287	0.000	0.260
h3c7|rna55926|gene28976|Level=2	0.404	0.295	0.764	0.000	0.097	0.000	0.192	0.206	0.000
h3c7|rna56289|gene29213|Level=2	0.313	0.290	0.340	0.000	0.083	0.094	0.091	0.151	0.000
h3c7|rna59514|gene31263|Level=2	1.626	1.301	1.406	0.566	1.005	0.163	1.050	1.331	0.309
h3c7|rna61690|gene32625|Level=2	2.995	1.461	5.017	0.000	1.289	0.847	0.000	0.000	0.000
h3c7|rna64067|gene34036|Level=2	2.303	4.566	2.517	1.545	1.262	1.943	0.613	1.284	0.000
h3c7|rna64127|gene34074|Level=2	0.383	0.242	0.165	0.101	0.186	0.044	0.398	0.143	0.171
h3f3b|rna976|gene315|Level=1	295.092	250.882	215.341	193.192	186.946	204.035	237.587	212.073	166.505
h4c15|rna37693|gene17502|Level=2	0.230	0.000	0.020	2.181	0.263	2.257	0.000	0.000	1.283
h4c15|rna45168|gene22263|Level=2	2.653	2.653	4.507	2.287	2.054	3.034	1.143	3.020	1.183
h4c15|rna47561|gene23782|Level=2	0.852	0.614	0.285	0.153	0.931	0.689	0.253	0.690	0.418
h4c15|rna51699|gene26342|Level=2	4.721	8.121	3.812	0.001	0.000	0.001	0.000	3.796	0.000
h4c15|rna57853|gene30200|Level=2	0.455	0.530	0.119	0.514	0.091	0.198	0.000	0.288	0.000
h4c15|rna59048|gene30933|Level=2	0.290	0.334	0.176	0.161	0.295	0.237	0.283	0.306	0.091
h4c15|rna61966|gene32778|Level=2	1.167	0.870	1.092	0.916	0.656	1.772	0.887	0.860	0.902
h4c15|rna636|gene212|Level=2	2.710	2.280	0.791	0.000	3.215	0.770	2.673	1.650	0.000
h4c1|rna54851|gene28305|Level=1	4.379	7.909	1.244	0.265	0.478	2.850	1.182	0.000	4.661
h4c3|rna59446|gene31217|Level=1	0.000	0.483	0.690	0.000	0.334	0.000	0.000	0.000	0.000
h6pd|rna36645|gene16810|Level=1	1.948	1.484	2.106	2.161	3.033	4.386	5.524	3.709	5.022
haao|rna19688|gene6098|Level=1	0.260	0.242	0.182	0.169	0.304	1.677	1.630	3.628	3.084
habp4|rna20106|gene6224|Level=1	9.386	8.881	10.102	7.900	6.858	10.388	9.548	9.350	6.821
hacd1|rna55707|gene28821|Level=1	45.047	17.315	12.811	14.844	19.158	59.399	56.866	18.928	29.167
hacd2|rna3925|gene1228|Level=1	27.512	31.186	30.797	29.815	33.424	32.292	29.658	32.819	19.779
hacd3|rna17125|gene5277|Level=1	29.289	29.937	29.766	25.924	31.165	39.366	43.817	35.881	28.273
hacd4|rna63707|gene33810|Level=1	2.139	2.826	4.812	3.879	2.815	2.194	2.709	4.426	2.840
hace1|rna12171|gene3715|Level=1	9.961	10.706	10.659	8.951	12.238	10.098	11.352	12.713	9.479
hacl1|rna10653|gene3249|Level=1	20.429	22.139	17.232	7.995	14.325	18.183	19.257	19.559	14.611
hadha|rna53141|gene27263|Level=1	256.249	147.776	159.263	144.873	156.158	162.609	117.996	78.871	113.925
hadhb|rna12984|gene3976|Level=1	74.034	67.073	63.835	72.727	113.102	66.558	77.651	67.660	48.939
hadhb|rna39905|gene18945|Level=2	171.685	92.358	112.725	88.986	72.868	112.111	57.186	45.709	95.667
hadh|rna17263|gene5320|Level=1	123.474	78.679	94.151	81.632	82.797	70.570	55.636	42.779	70.320
haghl|rna54662|gene28200|Level=1	7.043	10.813	6.371	6.888	5.577	6.335	6.251	9.796	6.527
hagh|rna10888|gene3326|Level=1	33.495	43.094	29.463	24.450	23.647	20.997	19.457	24.306	9.888
hamp2|rna1044|gene337|Level=1	3.000	3.382	3.726	3.530	3.661	3.709	5.082	4.104	3.527
hamp|rna19814|gene6137|Level=1	0.000	0.325	0.357	0.095	0.082	0.041	0.124	0.107	0.070
hand2|rna24374|gene7568|Level=1	0.434	0.770	0.425	0.072	0.262	0.690	0.126	1.835	2.383
hao2|rna1253|gene400|Level=1	4.451	2.845	4.012	2.373	2.306	3.862	1.109	0.333	0.483
hap1|rna53814|gene27670|Level=1	29.057	43.619	27.123	20.876	18.871	24.294	32.039	35.658	20.094
hapln2|rna42217|gene20415|Level=1	0.559	1.348	0.738	0.457	0.653	0.798	0.399	0.426	0.084
hapln3|rna38306|gene17876|Level=1	54.011	54.464	65.709	41.293	73.461	78.508	101.168	69.914	52.158
harbi1|rna35430|gene16019|Level=2	1.720	2.306	2.364	4.274	2.787	2.744	3.045	3.476	2.569
harbi1|rna36514|gene16709|Level=2	0.341	0.430	0.098	1.137	0.438	0.557	0.995	1.256	0.470
harbi1|rna37338|gene17291|Level=1	0.591	0.398	0.107	0.132	0.325	0.695	0.753	1.229	0.293
harbi1|rna39953|gene18980|Level=1	3.193	2.841	2.564	3.373	3.646	3.861	4.411	6.059	3.443
harbi1|rna43151|gene21013|Level=2	3.102	4.997	4.219	3.631	4.900	3.923	3.525	5.171	4.738
harbi1|rna44828|gene22030|Level=2	6.076	4.060	3.375	3.963	7.670	6.851	6.690	7.146	5.916
harbi1|rna47688|gene23855|Level=2	0.959	1.618	0.705	1.008	1.206	0.614	1.348	1.799	1.035
harbi1|rna52387|gene26784|Level=2	1.814	3.240	2.252	1.591	1.200	1.227	2.019	2.231	1.980
harbi1|rna56655|gene29430|Level=2	0.069	0.302	0.182	0.095	0.122	0.079	0.144	0.164	0.155
harbi1|rna58464|gene30555|Level=2	0.000	0.066	0.000	1.007	0.220	0.000	0.270	0.152	0.000
harbi1|rna59555|gene31294|Level=2	3.347	2.750	2.524	3.607	4.199	4.188	4.498	4.070	1.550
harbi1|rna62809|gene33272|Level=2	3.312	3.764	2.953	2.466	1.845	3.353	3.595	5.953	1.214
hars1|rna52126|gene26597|Level=1	10.085	8.336	8.451	8.928	7.686	10.475	8.762	8.391	10.175
hars2|rna395|gene133|Level=1	75.966	60.029	55.919	55.215	62.099	79.138	81.876	56.043	64.514
has2|rna10379|gene3172|Level=1	5.690	2.301	4.313	3.967	11.406	6.449	6.637	5.293	7.502
has3|rna24231|gene7519|Level=1	2.653	2.191	1.322	1.094	1.352	2.086	2.784	1.816	1.370
hat1|rna5680|gene1735|Level=1	34.297	31.167	30.796	31.855	29.323	40.614	44.163	50.112	35.255
haus1|rna56482|gene29324|Level=1	26.495	17.086	18.263	16.479	18.243	20.793	18.907	15.835	10.101
haus2|rna15371|gene4714|Level=1	4.202	3.948	3.180	3.535	3.332	2.908	4.266	3.563	2.122
haus3|rna54450|gene28073|Level=1	10.146	9.920	7.168	10.098	9.329	8.954	11.978	8.307	5.305
haus4|rna19587|gene6070|Level=1	9.137	8.489	8.328	8.018	7.768	10.277	11.195	7.917	5.766
haus5|rna13559|gene4148|Level=1	6.950	8.003	7.545	6.981	7.056	8.080	7.166	5.517	3.916
haus6|rna45039|gene22165|Level=1	6.616	6.940	7.944	5.332	5.894	5.434	5.750	5.512	4.273
haus7|rna62350|gene33018|Level=1	24.266	19.531	20.026	18.827	17.449	20.063	21.046	18.636	14.473
haus8|rna35298|gene15959|Level=1	9.422	8.751	10.078	12.811	6.872	9.318	11.209	10.350	10.080
havcr1|rna16495|gene5067|Level=1	9.357	4.890	6.985	3.189	4.423	7.505	4.865	4.774	5.994
havcr1|rna40685|gene19473|Level=2	0.000	0.466	0.000	0.656	0.983	0.210	0.835	1.188	2.295
havcr1|rna48209|gene24187|Level=2	0.751	1.149	0.666	0.862	1.183	1.603	1.212	1.650	1.250
havcr1|rna7080|gene2157|Level=2	0.302	0.208	0.088	1.556	1.010	0.592	1.543	2.681	2.924
hax1|rna60967|gene32192|Level=1	21.323	18.338	15.200	23.083	19.529	16.542	20.640	21.657	16.855
hba-l2|rna8946|gene2702|Level=1	325.333	166.820	347.834	405.685	109.907	106.616	29.183	0.459	0.683
hba-l3|rna62250|gene32957|Level=1	1770.470	1005.530	2075.960	3761.530	1212.710	796.541	424.135	49.315	84.036
hba-l4|rna56113|gene29103|Level=1	2729.640	1580.480	3106.330	5966.660	2127.080	1285.950	661.018	66.155	122.761
hba-l5|rna5577|gene1703|Level=1	2507.220	1968.230	3938.850	9148.270	2953.610	1787.120	1002.680	209.257	345.031
hba1|rna27471|gene8489|Level=1	35.166	13.501	26.751	32.488	8.575	10.565	3.980	0.059	0.384
hba2|rna21343|gene6608|Level=1	93.119	36.790	86.903	76.537	65.551	36.539	24.952	0.590	5.554
hba3|rna25009|gene7766|Level=1	4597.630	4099.000	8865.860	32297.400	7763.460	4661.830	3663.270	1317.880	3019.270
hba4|rna6974|gene2124|Level=1	2954.020	2416.740	4851.670	9686.680	3883.870	2312.480	1283.750	376.477	1085.410
hbb-b2|rna26578|gene8223|Level=2	1423.960	1043.600	2143.790	4535.110	1385.420	730.522	215.677	20.884	19.571
hbd|rna25698|gene7970|Level=1	4182.240	4349.160	9010.220	32037.900	7538.980	4708.510	3842.350	1578.270	2946.400
hbe1|rna14830|gene4556|Level=1	3601.680	2299.560	4672.470	8856.490	3082.830	1698.460	624.706	27.453	126.474
hbe1|rna5958|gene1825|Level=2	648.754	460.601	923.045	2086.960	709.076	402.116	230.810	22.907	69.835
hbegf|rna14852|gene4563|Level=1	4.619	2.432	2.878	2.319	7.702	4.668	4.223	3.331	5.090
hbg1|rna19430|gene6023|Level=1	10.156	4.800	10.175	5.217	2.509	2.280	1.196	0.281	0.550
hbg2|rna9990|gene3050|Level=1	2.397	0.919	1.410	3.450	1.694	3.952	0.937	1.023	18.270
hbp1|rna15124|gene4646|Level=1	13.443	25.833	18.991	23.370	17.993	19.521	27.159	34.400	19.034
hbs1l|rna10687|gene3260|Level=1	18.704	18.698	14.736	16.723	17.644	19.501	22.337	28.008	22.466
hbz|rna53104|gene27240|Level=1	2141.800	1356.230	2931.200	3496.270	984.602	707.942	198.819	1.467	5.437
hcar2|rna58649|gene30691|Level=2	0.168	0.221	0.175	0.103	0.185	0.302	0.197	0.240	0.060
hcar3|rna36166|gene16494|Level=1	0.285	0.794	0.563	0.504	0.645	0.356	0.530	0.523	0.764
hccs|rna13375|gene4096|Level=1	64.224	39.371	41.148	34.367	42.304	39.831	37.713	32.077	45.402
hcfc1|rna9430|gene2869|Level=1	15.126	12.963	12.982	9.588	15.738	18.443	15.517	14.483	11.673
hcfc2|rna38521|gene18017|Level=1	3.538	3.766	3.879	4.173	5.266	5.043	6.570	6.108	4.977
hck|rna53082|gene27220|Level=1	1.167	0.916	1.035	1.600	2.730	2.363	3.796	6.070	3.991
hcls1|rna4338|gene1354|Level=1	3.804	4.421	6.184	6.017	9.350	10.981	12.999	26.608	29.724
hcn1|rna37158|gene17159|Level=1	0.311	0.256	0.120	0.260	0.426	0.065	0.098	0.093	0.137
hcn2|rna54813|gene28285|Level=1	2.868	4.171	6.134	2.829	4.882	3.882	2.534	3.469	2.030
hcn4|rna35291|gene15952|Level=1	0.332	0.287	0.424	0.236	0.480	0.378	0.465	0.561	0.271
hcrtr2|rna27343|gene8449|Level=1	0.030	0.133	0.139	0.207	0.100	0.158	0.159	0.082	0.038
hcrt|rna43297|gene21096|Level=1	0.203	0.264	0.287	0.262	0.346	0.154	0.268	0.537	0.195
hdac10|rna56563|gene29367|Level=1	7.924	6.748	5.967	6.130	6.219	7.313	7.350	9.574	7.865
hdac1|rna9477|gene2890|Level=1	126.475	116.166	105.370	107.114	131.033	153.334	189.578	130.566	117.511
hdac2|rna56397|gene29269|Level=1	39.127	45.142	39.466	43.478	32.959	41.594	52.831	53.929	41.275
hdac3|rna23822|gene7379|Level=1	14.323	10.136	14.106	13.088	15.585	15.235	17.820	18.333	17.731
hdac4|rna45027|gene22158|Level=1	1.771	2.187	1.664	1.844	1.895	1.412	2.069	2.616	1.732
hdac5|rna46579|gene23163|Level=1	2.038	2.491	1.733	2.020	1.822	1.434	2.680	3.900	1.623
hdac6|rna8323|gene2507|Level=1	20.172	23.777	18.848	24.092	21.462	21.265	21.787	30.494	22.602
hdac7|rna56754|gene29491|Level=1	20.783	23.718	18.064	17.999	20.754	19.638	36.953	26.918	33.468
hdac8|rna50632|gene25655|Level=1	24.802	19.936	15.706	15.952	16.983	21.932	22.396	19.704	16.878
hdac9|rna63911|gene33938|Level=1	0.648	0.476	0.341	0.240	0.386	0.276	0.454	0.389	0.411
hdc|rna40114|gene19099|Level=1	0.388	0.333	0.327	0.270	0.337	0.236	0.339	0.206	0.299
hddc2|rna1968|gene630|Level=1	53.871	42.037	32.832	31.098	28.255	34.872	33.079	28.443	36.549
hddc3|rna25765|gene7984|Level=1	28.610	34.976	33.882	24.922	28.252	22.018	23.506	18.131	20.988
hdgfl2|rna2271|gene714|Level=1	35.511	31.125	23.462	26.801	26.803	31.131	40.457	39.432	34.067
hdgfl3|rna52568|gene26897|Level=1	5.885	4.272	3.893	4.150	3.992	3.124	4.438	3.296	3.404
hdgf|rna37056|gene17091|Level=1	65.199	49.835	56.562	60.553	51.133	59.007	53.810	52.701	37.827
hdhd2|rna24905|gene7738|Level=1	9.990	7.896	5.371	6.794	6.584	6.761	6.740	9.693	7.904
hdhd3|rna3745|gene1168|Level=1	5.523	2.604	2.334	3.527	3.678	3.787	4.819	4.454	4.021
hdhd5|rna57409|gene29920|Level=1	11.704	11.477	10.504	4.177	17.839	20.204	16.568	14.749	13.158
hdhd5|rna60855|gene32107|Level=1	38.162	35.862	31.296	50.952	52.620	49.115	62.808	64.749	58.434
hdlbp|rna2137|gene674|Level=1	409.648	369.849	402.326	253.723	356.142	413.251	362.578	349.262	277.877
hdx|rna6640|gene2023|Level=1	2.576	2.428	2.066	2.157	1.970	2.388	2.293	3.450	2.218
heatr1|rna16054|gene4933|Level=1	6.774	6.885	7.653	8.190	14.230	17.022	17.175	10.973	12.231
heatr3|rna43579|gene21273|Level=1	22.237	22.592	23.608	26.797	29.251	38.068	36.444	26.748	28.733
heatr4|rna41642|gene20066|Level=1	2.882	2.639	3.027	1.275	4.639	1.856	0.762	0.179	0.168
heatr5a|rna15236|gene4677|Level=1	4.697	4.236	4.453	4.095	4.589	5.086	6.110	6.075	5.277
heatr5b|rna60323|gene31797|Level=1	10.509	12.811	12.836	9.614	12.167	10.985	12.507	11.850	8.837
heatr6|rna9456|gene2881|Level=1	5.680	5.661	4.670	5.242	8.784	7.443	8.744	8.263	7.379
heatr9|rna40100|gene19090|Level=2	2.537	3.713	1.613	2.495	3.847	2.181	1.637	3.557	1.535
hebp1|rna23443|gene7252|Level=1	177.166	159.192	130.090	183.526	132.323	126.023	132.845	129.820	123.786
hebp2|rna25396|gene7867|Level=1	88.469	101.679	119.721	31.149	30.587	56.812	13.395	65.521	41.183
hebp2|rna61570|gene32538|Level=2	6.236	6.403	6.692	8.643	8.458	8.440	6.836	15.449	8.358
heca|rna41136|gene19780|Level=1	3.003	4.038	3.931	4.610	4.473	3.352	4.794	9.634	4.355
hectd1|rna46112|gene22873|Level=1	27.475	25.880	24.128	22.485	29.501	29.282	35.866	31.123	24.753
hectd2|rna47362|gene23669|Level=1	0.933	1.025	0.757	0.652	1.006	0.878	1.313	1.626	0.949
hectd3|rna8629|gene2597|Level=1	18.914	22.595	22.668	22.080	24.270	21.694	26.133	24.584	19.881
hectd4|rna56900|gene29579|Level=1	5.243	5.430	6.031	5.994	7.076	5.992	7.471	9.911	5.999
hecw1|rna437|gene149|Level=1	2.257	2.147	1.634	1.324	2.196	1.574	1.800	2.334	1.470
helb|rna39948|gene18978|Level=1	4.752	4.505	5.414	4.937	5.982	5.798	7.210	7.747	6.541
hells|rna22396|gene6944|Level=1	23.326	15.434	15.973	18.426	23.842	20.000	23.521	28.641	21.618
helq|rna9601|gene2929|Level=1	7.579	9.105	7.577	7.108	8.102	8.838	9.960	12.837	8.865
helt|rna58703|gene30730|Level=1	0.990	1.095	1.106	0.776	1.595	0.557	0.509	0.540	0.491
helz2|rna55056|gene28440|Level=2	0.305	0.683	0.619	0.221	1.088	0.579	1.585	1.480	1.109
helz2|rna58304|gene30459|Level=1	0.673	1.402	1.320	1.872	2.015	1.428	2.796	3.161	1.996
helz|rna41846|gene20192|Level=2	3.089	2.810	1.947	1.492	2.704	2.929	2.509	4.136	3.016
helz|rna56898|gene29577|Level=1	9.541	9.007	8.465	6.929	10.637	11.131	13.363	13.254	9.434
hemgn|rna13225|gene4049|Level=1	16.179	10.094	28.507	73.953	22.753	14.995	7.163	0.787	2.533
hemgn|rna57098|gene29720|Level=2	4.340	2.995	3.198	2.807	3.988	3.540	5.312	5.808	3.848
hemk1|rna49489|gene24920|Level=1	2.821	1.552	1.878	1.829	3.218	4.550	3.030	1.154	1.608
henmt1|rna23898|gene7407|Level=1	0.327	0.430	0.539	0.367	0.199	0.262	0.234	0.423	0.443
hepacam2|rna60978|gene32199|Level=1	4.355	2.299	7.364	3.790	6.703	3.237	1.613	1.196	0.334
hepacam|rna45019|gene22152|Level=1	8.618	12.068	10.960	8.904	6.994	7.434	9.372	9.618	5.931
hephl1|rna20925|gene6470|Level=1	4.286	1.490	2.162	0.669	2.646	2.855	2.195	1.507	2.435
herc1|rna36668|gene16822|Level=1	5.681	6.121	6.565	6.027	5.898	6.819	7.710	11.383	7.665
herc2|rna55043|gene28428|Level=1	6.452	5.161	6.715	4.872	7.097	7.687	8.267	10.170	5.987
herc3|rna22581|gene7003|Level=1	7.991	11.950	11.110	12.315	10.537	8.054	10.479	18.306	10.603
herc4|rna36639|gene16804|Level=2	3.561	3.320	2.797	2.336	4.246	4.119	5.656	7.085	1.504
herc4|rna53589|gene27533|Level=1	13.314	10.294	10.633	10.214	12.529	15.200	16.260	16.660	13.486
herc6|rna38380|gene17918|Level=1	0.432	0.593	0.146	0.345	0.292	0.341	0.591	0.360	0.133
herpud1|rna15060|gene4625|Level=1	74.222	76.681	90.165	79.968	50.510	79.715	83.525	63.881	67.247
herpud2|rna18334|gene5652|Level=1	11.303	14.910	14.027	14.247	12.742	14.641	18.175	20.941	17.880
hes1|rna25617|gene7941|Level=1	36.577	18.417	27.090	27.221	26.957	47.819	75.590	53.507	54.108
hes2|rna26654|gene8247|Level=1	0.653	1.143	0.584	0.493	7.284	2.801	8.153	4.575	10.410
hes3|rna5994|gene1835|Level=1	2.620	0.285	0.409	0.853	0.192	0.083	0.083	0.515	0.000
hes4|rna10586|gene3227|Level=1	119.107	59.429	74.449	121.035	73.906	109.465	91.636	142.443	109.063
hes5.10|rna145|gene49|Level=1	2.065	1.584	0.868	1.403	1.855	4.453	9.710	11.319	0.844
hes5.1|rna42695|gene20722|Level=1	6.690	2.235	5.048	5.314	3.105	0.324	0.160	2.092	1.125
hes5.2|rna8207|gene2470|Level=1	8.590	2.917	7.273	5.692	3.356	1.445	0.482	2.411	1.152
hes5.3|rna3779|gene1178|Level=1	3.636	0.988	3.547	2.462	10.676	4.702	2.201	6.832	2.173
hes5.4|rna12431|gene3808|Level=1	2.205	0.451	0.890	1.276	1.950	1.838	0.657	2.991	0.998
hes5.5|rna12862|gene3949|Level=1	1.485	0.603	1.464	1.085	0.883	0.339	0.328	0.815	0.529
hes5.7|rna3355|gene1046|Level=1	2.076	0.519	0.440	0.769	1.002	0.205	0.187	0.649	0.520
hes5.8|rna4791|gene1484|Level=1	8.544	5.343	2.840	3.196	4.066	1.715	2.551	4.086	4.553
hes5.9|rna17718|gene5467|Level=1	2.536	0.669	0.096	0.043	0.117	0.076	0.190	0.569	0.064
hes5|rna46610|gene23181|Level=2	4.905	1.747	4.408	1.626	1.150	0.731	0.294	1.689	0.653
hes6.1|rna20593|gene6373|Level=1	15.575	7.936	12.463	10.834	15.424	16.404	12.765	15.436	10.594
hes6.2|rna26227|gene8124|Level=1	8.785	8.978	4.945	7.789	2.186	2.052	2.707	10.071	4.254
hes7.2|rna45745|gene22644|Level=1	24.949	9.465	3.362	3.536	0.680	0.303	2.184	6.936	2.355
hexb|rna3965|gene1239|Level=1	33.636	65.987	46.312	54.649	49.344	50.404	76.918	171.535	111.820
hexdl|rna63010|gene33412|Level=1	14.484	18.246	17.534	14.209	24.150	18.725	27.165	19.905	14.424
hexd|rna15467|gene4746|Level=1	8.624	8.012	6.257	10.351	10.194	8.916	10.478	12.463	9.229
hexim1|rna46023|gene22814|Level=1	14.902	7.702	12.570	12.664	14.323	11.992	15.502	13.527	10.211
hey1|rna9711|gene2966|Level=1	58.928	47.127	20.110	21.588	10.549	22.757	46.254	22.293	14.347
hey2|rna39741|gene18847|Level=1	0.575	0.264	0.276	0.230	0.414	0.134	0.134	0.151	0.227
hfm1|rna36043|gene16415|Level=1	0.108	0.250	0.253	0.292	0.183	0.099	0.181	0.089	0.042
hgd|rna53865|gene27699|Level=1	55.000	47.480	48.093	74.692	71.111	31.290	30.737	24.014	32.128
hgfac|rna48865|gene24564|Level=1	29.442	26.376	16.813	8.054	7.469	33.847	15.780	13.652	17.228
hgf|rna52373|gene26777|Level=1	3.671	3.991	6.479	5.396	7.950	3.692	3.262	4.647	3.267
hgh1|rna14170|gene4350|Level=1	47.458	56.666	44.418	47.897	48.212	82.278	59.937	46.643	56.745
hgh1|rna57513|gene29988|Level=1	22.341	19.548	22.724	25.539	28.621	41.361	29.014	22.182	27.041
hgsnat|rna56422|gene29280|Level=1	10.846	12.962	11.669	12.566	13.937	13.986	21.469	26.371	13.388
hgs|rna55444|gene28653|Level=1	39.634	49.321	44.894	36.831	53.013	48.929	56.538	47.280	50.888
hhatl|rna11681|gene3555|Level=1	45.214	4.737	13.163	12.361	23.761	16.607	9.318	6.103	18.818
hhat|rna62736|gene33224|Level=1	1.314	1.250	0.785	0.866	0.821	1.049	1.773	1.728	1.017
hhex|rna12432|gene3809|Level=1	2.610	1.267	1.676	2.029	2.155	1.521	2.122	2.160	1.985
hhipl1l|rna48771|gene24504|Level=1	1.504	0.846	0.850	1.084	4.137	3.088	3.205	2.447	3.008
hhipl1|rna22881|gene7091|Level=1	7.697	5.425	5.502	3.276	5.643	5.800	3.579	4.434	1.817
hhipl2|rna49444|gene24886|Level=1	0.877	3.204	0.465	5.280	0.291	2.186	20.701	34.671	8.565
hhip|rna21767|gene6741|Level=1	11.096	2.278	2.252	1.427	1.249	3.549	4.114	2.129	2.789
hhla2|rna9438|gene2872|Level=1	19.017	29.468	31.378	26.018	27.417	19.173	21.276	22.322	7.205
hibadh|rna45147|gene22246|Level=1	134.966	132.201	128.675	114.947	144.225	120.129	104.658	61.384	58.098
hibch|rna62157|gene32889|Level=1	39.580	24.159	25.733	27.604	24.118	23.316	22.017	18.604	25.427
hic1|rna48992|gene24621|Level=1	0.600	1.767	4.185	3.170	3.082	2.608	2.371	8.298	5.368
hic2|rna3757|gene1172|Level=1	20.407	26.594	22.401	17.457	21.046	17.721	19.982	23.798	13.137
hid1|rna1358|gene434|Level=1	63.172	85.702	57.235	57.416	62.851	61.979	73.966	49.881	38.948
hif1an|rna21789|gene6747|Level=1	18.052	21.476	19.358	18.013	23.159	23.353	25.927	24.455	20.272
hif1a|rna26217|gene8120|Level=1	81.303	89.573	91.986	92.458	95.161	91.298	114.628	119.969	121.680
higd1a|rna24258|gene7530|Level=1	219.168	312.053	358.374	362.515	238.972	151.450	181.067	159.218	587.609
higd1c|rna24779|gene7698|Level=1	9.857	25.752	14.010	17.460	17.644	9.878	15.797	16.982	20.199
higd2a|rna16943|gene5211|Level=1	158.516	157.971	145.943	160.096	139.694	148.025	154.395	132.224	175.011
hikeshi|rna56314|gene29231|Level=1	8.226	13.968	15.398	14.182	21.686	14.494	15.876	13.360	10.933
hinfp|rna46224|gene22939|Level=1	11.412	11.289	9.384	9.402	12.031	13.250	14.369	12.701	10.806
hint1|rna43485|gene21216|Level=1	157.507	154.531	136.244	163.707	140.816	162.614	139.708	182.635	179.228
